Query_ID,Student_Query,Department,Days_To_Deadline,Priority_Label
4446,How to reset my university portal password?,Administration,4,Medium
350,My exam form is not submitted and tomorrow is the last date.,Academic Office,25,High
3417,LMS is not allowing assignment upload.,Examination Cell,49,Medium
2138,When will the library issue new ID cards?,Hostel Office,15,Low
2692,Please share syllabus for Data Science course.,Library,39,Low
2637,My admit card has incorrect details.,Examination Cell,53,High
4017,I want to change my elective subject.,Hostel Office,15,Medium
1682,My admit card has incorrect details.,IT Support,49,High
5433,Request for internship approval letter.,Finance Office,9,Medium
1693,Request for internship approval letter.,Library,44,Medium
4425,My admit card has incorrect details.,Administration,3,High
4777,How to join student clubs?,Examination Cell,25,Low
3636,I have not received my scholarship amount.,IT Support,8,High
373,Fee payment deadline is today but portal is not working.,IT Support,9,High
4605,I need a bonafide certificate.,Finance Office,5,Medium
141,Please share syllabus for Data Science course.,Library,22,Low
5591,What is the hostel application procedure?,Academic Office,14,Low
715,How to reset my university portal password?,IT Support,56,Medium
3189,I have not received my scholarship amount.,Library,10,High
5400,What are university working hours?,Examination Cell,20,Low
4190,Request for internship approval letter.,Finance Office,25,Medium
407,Fee payment deadline is today but portal is not working.,Academic Office,36,High
21,I have not received my scholarship amount.,Library,12,High
1005,I need a bonafide certificate.,IT Support,57,Medium
2412,Please share syllabus for Data Science course.,Examination Cell,52,Low
2546,I need a bonafide certificate.,Library,2,Medium
2391,My exam form is not submitted and tomorrow is the last date.,Administration,50,High
4819,Request for internship approval letter.,Finance Office,52,Medium
43,I need a bonafide certificate.,Hostel Office,35,Medium
2831,Request for internship approval letter.,IT Support,53,Medium
3372,How to join student clubs?,Administration,52,Low
3023,Please share syllabus for Data Science course.,IT Support,31,Low
3365,Fee payment deadline is today but portal is not working.,Finance Office,51,High
12,Please share syllabus for Data Science course.,IT Support,16,Low
1178,What are university working hours?,Academic Office,21,Low
1948,Fee payment deadline is today but portal is not working.,Academic Office,13,High
2502,Please share syllabus for Data Science course.,Library,4,Low
2864,When will the library issue new ID cards?,Library,39,Low
3866,My exam form is not submitted and tomorrow is the last date.,IT Support,6,High
1027,How to reset my university portal password?,Administration,57,Medium
3849,What is the hostel application procedure?,Examination Cell,23,Low
2990,How to reset my university portal password?,Library,34,Medium
962,I have not received my scholarship amount.,Library,32,High
2890,My exam form is not submitted and tomorrow is the last date.,Administration,38,High
3016,I have not received my scholarship amount.,Hostel Office,7,High
3339,I need a bonafide certificate.,Hostel Office,34,Medium
4231,Request for internship approval letter.,Administration,37,Medium
736,My exam form is not submitted and tomorrow is the last date.,Hostel Office,28,High
1441,How to reset my university portal password?,Academic Office,17,Medium
2876,How to join student clubs?,Finance Office,11,Low
3987,I cannot download my hall ticket for tomorrow's exam.,Examination Cell,44,High
917,How to join student clubs?,Hostel Office,10,Low
5003,I need a bonafide certificate.,IT Support,37,Medium
4090,Fee payment deadline is today but portal is not working.,Hostel Office,58,High
5542,How to reset my university portal password?,Administration,15,Medium
4686,I want to change my elective subject.,Examination Cell,6,Medium
2773,Please share syllabus for Data Science course.,Administration,9,Low
1625,How to reset my university portal password?,Hostel Office,58,Medium
5670,Please share syllabus for Data Science course.,IT Support,54,Low
822,I want to change my elective subject.,Library,43,Medium
1368,I need a bonafide certificate.,Examination Cell,12,Medium
3713,I have not received my scholarship amount.,Library,3,High
5999,How to reset my university portal password?,Examination Cell,31,Medium
851,Fee payment deadline is today but portal is not working.,Examination Cell,28,High
1001,I want to change my elective subject.,Library,47,Medium
4653,LMS is not allowing assignment upload.,Examination Cell,37,Medium
4115,How to join student clubs?,Academic Office,52,Low
1638,Please share syllabus for Data Science course.,IT Support,55,Low
1668,LMS is not allowing assignment upload.,IT Support,28,Medium
3174,LMS is not allowing assignment upload.,Library,55,Medium
4561,I need a bonafide certificate.,Library,7,Medium
1348,What is the hostel application procedure?,Hostel Office,8,Low
5721,LMS is not allowing assignment upload.,Academic Office,3,Medium
3231,When will the library issue new ID cards?,Examination Cell,18,Low
4211,Request for internship approval letter.,Academic Office,49,Medium
4607,I need a bonafide certificate.,Academic Office,8,Medium
3233,Request for internship approval letter.,Finance Office,17,Medium
4902,Request for internship approval letter.,Academic Office,26,Medium
704,How to reset my university portal password?,Finance Office,1,Medium
4782,I want to change my elective subject.,IT Support,36,Medium
3292,I cannot download my hall ticket for tomorrow's exam.,Hostel Office,47,High
3674,Fee payment deadline is today but portal is not working.,Examination Cell,28,High
2409,When will the library issue new ID cards?,Library,50,Low
1328,Fee payment deadline is today but portal is not working.,Hostel Office,11,High
5587,Fee payment deadline is today but portal is not working.,Hostel Office,34,High
5697,Please share syllabus for Data Science course.,Examination Cell,21,Low
5009,How to join student clubs?,Examination Cell,39,Low
987,My exam form is not submitted and tomorrow is the last date.,Academic Office,20,High
5441,I need a bonafide certificate.,IT Support,57,Medium
5157,LMS is not allowing assignment upload.,Examination Cell,38,Medium
5308,My exam form is not submitted and tomorrow is the last date.,IT Support,9,High
4050,When will the library issue new ID cards?,Administration,9,Low
3486,I cannot download my hall ticket for tomorrow's exam.,Hostel Office,47,High
2475,My exam form is not submitted and tomorrow is the last date.,IT Support,31,High
3874,I want to change my elective subject.,Examination Cell,17,Medium
1199,I want to change my elective subject.,Examination Cell,9,Medium
4182,When will the library issue new ID cards?,Hostel Office,42,Low
1519,What are university working hours?,Administration,43,Low
1800,I want to change my elective subject.,Academic Office,16,Medium
1015,I have not received my scholarship amount.,Administration,40,High
129,My exam form is not submitted and tomorrow is the last date.,Academic Office,52,High
1365,My admit card has incorrect details.,Library,15,High
5508,What are university working hours?,Library,8,Low
892,Request for internship approval letter.,Administration,13,Medium
2794,Fee payment deadline is today but portal is not working.,Library,8,High
5034,I need a bonafide certificate.,Examination Cell,14,Medium
5716,I cannot download my hall ticket for tomorrow's exam.,Finance Office,34,High
5142,My admit card has incorrect details.,Examination Cell,59,High
3250,I need a bonafide certificate.,Finance Office,23,Medium
1209,LMS is not allowing assignment upload.,Examination Cell,4,Medium
3869,Please share syllabus for Data Science course.,Examination Cell,59,Low
4066,My admit card has incorrect details.,Academic Office,39,High
5130,How to join student clubs?,Library,23,Low
1240,Request for internship approval letter.,IT Support,36,Medium
2290,I need a bonafide certificate.,Administration,12,Medium
2741,Request for internship approval letter.,Finance Office,16,Medium
276,I need a bonafide certificate.,Academic Office,22,Medium
1036,Please share syllabus for Data Science course.,Academic Office,57,Low
1230,My exam form is not submitted and tomorrow is the last date.,Administration,20,High
1009,What is the hostel application procedure?,Examination Cell,49,Low
3829,When will the library issue new ID cards?,Academic Office,12,Low
2533,I need a bonafide certificate.,Academic Office,59,Medium
1059,Please share syllabus for Data Science course.,Examination Cell,49,Low
5518,Fee payment deadline is today but portal is not working.,Academic Office,54,High
282,Please share syllabus for Data Science course.,Administration,3,Low
1044,LMS is not allowing assignment upload.,Examination Cell,45,Medium
1317,How to join student clubs?,Hostel Office,34,Low
969,Please share syllabus for Data Science course.,Library,43,Low
2382,Please share syllabus for Data Science course.,Hostel Office,19,Low
4788,Request for internship approval letter.,Administration,41,Medium
1940,Request for internship approval letter.,Examination Cell,14,Medium
5202,When will the library issue new ID cards?,Academic Office,47,Low
1275,My admit card has incorrect details.,Library,56,High
620,I cannot download my hall ticket for tomorrow's exam.,Finance Office,40,High
4355,What are university working hours?,IT Support,10,Low
1743,LMS is not allowing assignment upload.,Hostel Office,14,Medium
1391,How to join student clubs?,Hostel Office,24,Low
4881,Fee payment deadline is today but portal is not working.,IT Support,28,High
1580,My exam form is not submitted and tomorrow is the last date.,Administration,44,High
1656,What are university working hours?,Hostel Office,55,Low
3569,What are university working hours?,Library,46,Low
2353,How to reset my university portal password?,Examination Cell,10,Medium
2213,I need a bonafide certificate.,Hostel Office,34,Medium
5964,LMS is not allowing assignment upload.,Hostel Office,3,Medium
3179,What is the hostel application procedure?,Hostel Office,36,Low
3193,Fee payment deadline is today but portal is not working.,IT Support,56,High
1308,What are university working hours?,Administration,42,Low
576,Please share syllabus for Data Science course.,Examination Cell,27,Low
2361,Request for internship approval letter.,Library,35,Medium
1281,Please share syllabus for Data Science course.,Hostel Office,53,Low
4878,Please share syllabus for Data Science course.,Examination Cell,46,Low
4962,I cannot download my hall ticket for tomorrow's exam.,Examination Cell,60,High
1994,Request for internship approval letter.,Administration,13,Medium
2640,LMS is not allowing assignment upload.,IT Support,43,Medium
270,I need a bonafide certificate.,Finance Office,31,Medium
630,What is the hostel application procedure?,Administration,14,Low
4445,When will the library issue new ID cards?,Academic Office,31,Low
3082,I need a bonafide certificate.,Academic Office,7,Medium
3467,Request for internship approval letter.,Hostel Office,28,Medium
5234,How to reset my university portal password?,Hostel Office,25,Medium
4024,I have not received my scholarship amount.,Library,44,High
2047,I need a bonafide certificate.,Library,59,Medium
4711,I need a bonafide certificate.,Hostel Office,30,Medium
2114,What is the hostel application procedure?,Academic Office,4,Low
28,How to reset my university portal password?,Administration,34,Medium
2041,When will the library issue new ID cards?,Finance Office,16,Low
3929,Please share syllabus for Data Science course.,Academic Office,1,Low
5422,My exam form is not submitted and tomorrow is the last date.,Hostel Office,39,High
3217,Please share syllabus for Data Science course.,Hostel Office,46,Low
3815,What is the hostel application procedure?,Library,6,Low
130,I cannot download my hall ticket for tomorrow's exam.,IT Support,49,High
4448,Fee payment deadline is today but portal is not working.,IT Support,2,High
5889,When will the library issue new ID cards?,Examination Cell,37,Low
14,Fee payment deadline is today but portal is not working.,Administration,3,High
5143,What is the hostel application procedure?,IT Support,32,Low
1526,Request for internship approval letter.,Hostel Office,21,Medium
2366,I need a bonafide certificate.,Library,19,Medium
3053,My admit card has incorrect details.,Examination Cell,21,High
4006,Fee payment deadline is today but portal is not working.,Examination Cell,56,High
2341,My admit card has incorrect details.,IT Support,40,High
375,I want to change my elective subject.,Examination Cell,44,Medium
4373,My exam form is not submitted and tomorrow is the last date.,Examination Cell,44,High
5153,When will the library issue new ID cards?,Administration,33,Low
940,Please share syllabus for Data Science course.,Library,46,Low
5745,Fee payment deadline is today but portal is not working.,Library,56,High
2148,My admit card has incorrect details.,Academic Office,55,High
3592,I cannot download my hall ticket for tomorrow's exam.,Academic Office,21,High
5444,LMS is not allowing assignment upload.,Administration,43,Medium
5042,I have not received my scholarship amount.,Academic Office,40,High
3624,Please share syllabus for Data Science course.,Examination Cell,18,Low
530,LMS is not allowing assignment upload.,Academic Office,37,Medium
3715,Request for internship approval letter.,Finance Office,20,Medium
1270,My exam form is not submitted and tomorrow is the last date.,Administration,48,High
4282,How to reset my university portal password?,Library,52,Medium
1395,My admit card has incorrect details.,Finance Office,14,High
4010,I cannot download my hall ticket for tomorrow's exam.,Finance Office,7,High
1798,How to reset my university portal password?,Academic Office,22,Medium
2980,How to reset my university portal password?,Library,23,Medium
1442,I want to change my elective subject.,IT Support,53,Medium
5297,LMS is not allowing assignment upload.,Examination Cell,41,Medium
5850,I have not received my scholarship amount.,Finance Office,13,High
3812,LMS is not allowing assignment upload.,Finance Office,53,Medium
1274,Fee payment deadline is today but portal is not working.,IT Support,40,High
1713,Fee payment deadline is today but portal is not working.,Library,42,High
956,I need a bonafide certificate.,IT Support,19,Medium
4443,I have not received my scholarship amount.,IT Support,4,High
4795,I need a bonafide certificate.,Finance Office,20,Medium
5377,Request for internship approval letter.,Administration,57,Medium
404,My admit card has incorrect details.,Administration,39,High
2072,I want to change my elective subject.,Hostel Office,47,Medium
5702,I want to change my elective subject.,IT Support,36,Medium
1978,My exam form is not submitted and tomorrow is the last date.,Library,30,High
159,Please share syllabus for Data Science course.,IT Support,12,Low
3889,When will the library issue new ID cards?,Examination Cell,38,Low
903,Fee payment deadline is today but portal is not working.,Hostel Office,52,High
353,My exam form is not submitted and tomorrow is the last date.,Examination Cell,39,High
4131,I want to change my elective subject.,Examination Cell,52,Medium
755,I have not received my scholarship amount.,Finance Office,39,High
2972,I need a bonafide certificate.,Hostel Office,2,Medium
5971,Fee payment deadline is today but portal is not working.,Finance Office,53,High
2921,LMS is not allowing assignment upload.,Hostel Office,22,Medium
312,How to join student clubs?,Examination Cell,37,Low
662,Fee payment deadline is today but portal is not working.,Hostel Office,39,High
1990,How to reset my university portal password?,Hostel Office,32,Medium
3666,How to join student clubs?,Administration,60,Low
307,How to join student clubs?,Hostel Office,58,Low
2336,Request for internship approval letter.,IT Support,37,Medium
2357,When will the library issue new ID cards?,Administration,51,Low
3703,How to join student clubs?,Library,37,Low
3805,How to join student clubs?,Academic Office,1,Low
1928,How to reset my university portal password?,Hostel Office,25,Medium
3428,Fee payment deadline is today but portal is not working.,Library,51,High
750,When will the library issue new ID cards?,Administration,7,Low
3639,My admit card has incorrect details.,Finance Office,17,High
5244,My exam form is not submitted and tomorrow is the last date.,Library,35,High
1267,LMS is not allowing assignment upload.,Administration,33,Medium
5918,I need a bonafide certificate.,Library,17,Medium
5300,My admit card has incorrect details.,Library,44,High
3596,Please share syllabus for Data Science course.,Library,31,Low
2135,I want to change my elective subject.,IT Support,40,Medium
4110,How to join student clubs?,IT Support,29,Low
515,What are university working hours?,IT Support,55,Low
5362,I need a bonafide certificate.,Finance Office,15,Medium
410,I want to change my elective subject.,Academic Office,16,Medium
4476,I need a bonafide certificate.,Administration,30,Medium
5976,I cannot download my hall ticket for tomorrow's exam.,Academic Office,5,High
5931,LMS is not allowing assignment upload.,Administration,7,Medium
5194,Please share syllabus for Data Science course.,Hostel Office,15,Low
208,I want to change my elective subject.,Administration,2,Medium
459,I cannot download my hall ticket for tomorrow's exam.,Academic Office,42,High
2055,How to reset my university portal password?,Hostel Office,54,Medium
2431,What are university working hours?,Library,34,Low
251,I need a bonafide certificate.,Library,35,Medium
5120,How to join student clubs?,Library,50,Low
1108,Please share syllabus for Data Science course.,Library,54,Low
4863,How to reset my university portal password?,Hostel Office,21,Medium
1714,LMS is not allowing assignment upload.,Hostel Office,34,Medium
3912,How to join student clubs?,Academic Office,41,Low
716,My exam form is not submitted and tomorrow is the last date.,Finance Office,42,High
553,I cannot download my hall ticket for tomorrow's exam.,Finance Office,23,High
1440,I cannot download my hall ticket for tomorrow's exam.,IT Support,51,High
2271,My exam form is not submitted and tomorrow is the last date.,Library,39,High
3145,What are university working hours?,Finance Office,12,Low
5744,How to join student clubs?,IT Support,5,Low
1926,Please share syllabus for Data Science course.,Finance Office,13,Low
635,LMS is not allowing assignment upload.,Academic Office,49,Medium
317,What are university working hours?,Hostel Office,11,Low
5637,I need a bonafide certificate.,Examination Cell,49,Medium
428,I need a bonafide certificate.,IT Support,18,Medium
4454,I have not received my scholarship amount.,IT Support,58,High
106,When will the library issue new ID cards?,IT Support,45,Low
3042,I want to change my elective subject.,IT Support,11,Medium
4239,How to join student clubs?,Examination Cell,42,Low
2170,Please share syllabus for Data Science course.,Finance Office,11,Low
1710,How to join student clubs?,Examination Cell,19,Low
90,How to reset my university portal password?,Library,21,Medium
2242,What are university working hours?,Academic Office,54,Low
3175,When will the library issue new ID cards?,Academic Office,5,Low
4479,I have not received my scholarship amount.,Examination Cell,17,High
1950,Please share syllabus for Data Science course.,IT Support,58,Low
4045,I cannot download my hall ticket for tomorrow's exam.,Examination Cell,3,High
2849,Please share syllabus for Data Science course.,Hostel Office,17,Low
2,How to reset my university portal password?,IT Support,58,Medium
4338,How to join student clubs?,Library,50,Low
936,Fee payment deadline is today but portal is not working.,Hostel Office,59,High
5134,When will the library issue new ID cards?,Library,19,Low
2721,Request for internship approval letter.,Finance Office,53,Medium
592,What is the hostel application procedure?,Library,20,Low
4909,My admit card has incorrect details.,Finance Office,54,High
2937,What are university working hours?,Finance Office,41,Low
2449,I need a bonafide certificate.,Examination Cell,34,Medium
1577,I want to change my elective subject.,Finance Office,7,Medium
5005,Fee payment deadline is today but portal is not working.,Administration,3,High
214,I cannot download my hall ticket for tomorrow's exam.,Academic Office,8,High
779,My exam form is not submitted and tomorrow is the last date.,Examination Cell,25,High
3497,My exam form is not submitted and tomorrow is the last date.,Examination Cell,58,High
4706,My admit card has incorrect details.,Hostel Office,8,High
2044,LMS is not allowing assignment upload.,Academic Office,1,Medium
5439,I need a bonafide certificate.,Academic Office,7,Medium
1568,My admit card has incorrect details.,Academic Office,14,High
166,LMS is not allowing assignment upload.,Academic Office,32,Medium
3567,Please share syllabus for Data Science course.,Academic Office,11,Low
4591,I have not received my scholarship amount.,Hostel Office,16,High
2014,How to join student clubs?,Administration,52,Low
274,I need a bonafide certificate.,IT Support,20,Medium
3861,Fee payment deadline is today but portal is not working.,Examination Cell,37,High
4168,I need a bonafide certificate.,Hostel Office,47,Medium
4789,I have not received my scholarship amount.,IT Support,36,High
3789,Request for internship approval letter.,Examination Cell,44,Medium
395,I want to change my elective subject.,Hostel Office,27,Medium
584,What are university working hours?,Administration,46,Low
5981,I want to change my elective subject.,Examination Cell,46,Medium
5565,I want to change my elective subject.,Hostel Office,26,Medium
5741,Request for internship approval letter.,Library,4,Medium
521,How to join student clubs?,IT Support,21,Low
1764,Request for internship approval letter.,Finance Office,34,Medium
1876,What are university working hours?,Administration,20,Low
3966,How to join student clubs?,Administration,33,Low
3345,How to join student clubs?,Academic Office,31,Low
2254,I have not received my scholarship amount.,Finance Office,54,High
3225,My exam form is not submitted and tomorrow is the last date.,Administration,39,High
527,My exam form is not submitted and tomorrow is the last date.,Administration,17,High
2947,When will the library issue new ID cards?,IT Support,56,Low
3900,I have not received my scholarship amount.,Hostel Office,50,High
693,My exam form is not submitted and tomorrow is the last date.,Academic Office,46,High
5675,My admit card has incorrect details.,Library,6,High
3634,What are university working hours?,Administration,46,Low
1051,I need a bonafide certificate.,Administration,44,Medium
591,Request for internship approval letter.,Library,39,Medium
520,I need a bonafide certificate.,Hostel Office,36,Medium
3381,How to reset my university portal password?,Finance Office,28,Medium
3677,How to join student clubs?,Examination Cell,12,Low
4938,When will the library issue new ID cards?,Administration,42,Low
1608,I cannot download my hall ticket for tomorrow's exam.,Finance Office,31,High
3611,I need a bonafide certificate.,Academic Office,27,Medium
5813,My exam form is not submitted and tomorrow is the last date.,Hostel Office,27,High
1810,What are university working hours?,Library,3,Low
792,LMS is not allowing assignment upload.,Academic Office,54,Medium
793,What is the hostel application procedure?,Examination Cell,6,Low
4928,How to join student clubs?,IT Support,54,Low
1856,How to join student clubs?,Finance Office,47,Low
1981,What are university working hours?,Hostel Office,13,Low
3234,My exam form is not submitted and tomorrow is the last date.,IT Support,24,High
3599,I want to change my elective subject.,Examination Cell,10,Medium
934,Fee payment deadline is today but portal is not working.,IT Support,56,High
3964,LMS is not allowing assignment upload.,Administration,39,Medium
5573,When will the library issue new ID cards?,Examination Cell,43,Low
4180,What is the hostel application procedure?,Administration,37,Low
4027,I cannot download my hall ticket for tomorrow's exam.,Hostel Office,32,High
4117,How to join student clubs?,IT Support,11,Low
989,Fee payment deadline is today but portal is not working.,Finance Office,27,High
4627,Fee payment deadline is today but portal is not working.,Hostel Office,39,High
3454,How to reset my university portal password?,Library,32,Medium
5478,I want to change my elective subject.,Library,32,Medium
3779,How to join student clubs?,Library,33,Low
5350,Please share syllabus for Data Science course.,Administration,30,Low
3094,Fee payment deadline is today but portal is not working.,Library,25,High
3156,LMS is not allowing assignment upload.,Hostel Office,21,Medium
3202,How to reset my university portal password?,Examination Cell,2,Medium
4840,I want to change my elective subject.,Administration,4,Medium
1099,When will the library issue new ID cards?,Examination Cell,34,Low
4980,How to join student clubs?,Hostel Office,42,Low
2845,Fee payment deadline is today but portal is not working.,Examination Cell,42,High
887,Please share syllabus for Data Science course.,Academic Office,7,Low
5919,I want to change my elective subject.,Hostel Office,58,Medium
4652,How to reset my university portal password?,Academic Office,49,Medium
516,Fee payment deadline is today but portal is not working.,IT Support,52,High
5785,My admit card has incorrect details.,Examination Cell,51,High
1454,I have not received my scholarship amount.,Library,53,High
3554,I cannot download my hall ticket for tomorrow's exam.,IT Support,54,High
3610,What are university working hours?,Library,28,Low
2507,Fee payment deadline is today but portal is not working.,Library,52,High
2995,How to reset my university portal password?,Administration,2,Medium
4000,I need a bonafide certificate.,Administration,59,Medium
5689,How to join student clubs?,IT Support,28,Low
907,How to join student clubs?,Hostel Office,32,Low
29,How to reset my university portal password?,IT Support,5,Medium
2508,When will the library issue new ID cards?,Library,22,Low
2429,LMS is not allowing assignment upload.,Academic Office,45,Medium
763,What are university working hours?,Administration,49,Low
3748,LMS is not allowing assignment upload.,Finance Office,21,Medium
285,My admit card has incorrect details.,Administration,24,High
687,How to reset my university portal password?,Examination Cell,47,Medium
2354,My exam form is not submitted and tomorrow is the last date.,Finance Office,18,High
4826,Please share syllabus for Data Science course.,Hostel Office,45,Low
22,I cannot download my hall ticket for tomorrow's exam.,Hostel Office,24,High
2753,Please share syllabus for Data Science course.,IT Support,13,Low
886,What are university working hours?,Library,26,Low
918,What are university working hours?,Examination Cell,20,Low
1041,I want to change my elective subject.,Finance Office,1,Medium
1266,How to reset my university portal password?,IT Support,44,Medium
5188,I have not received my scholarship amount.,Examination Cell,17,High
278,Please share syllabus for Data Science course.,IT Support,39,Low
2085,What are university working hours?,Examination Cell,34,Low
1246,Request for internship approval letter.,Finance Office,43,Medium
2383,What are university working hours?,Academic Office,7,Low
572,My exam form is not submitted and tomorrow is the last date.,Hostel Office,3,High
1436,What is the hostel application procedure?,Library,48,Low
3903,Please share syllabus for Data Science course.,Library,51,Low
1248,I have not received my scholarship amount.,Library,54,High
3527,I have not received my scholarship amount.,Examination Cell,48,High
2515,I cannot download my hall ticket for tomorrow's exam.,Academic Office,60,High
1008,My exam form is not submitted and tomorrow is the last date.,Finance Office,54,High
5193,LMS is not allowing assignment upload.,Administration,40,Medium
2065,Request for internship approval letter.,IT Support,20,Medium
5749,My admit card has incorrect details.,Administration,32,High
1691,How to reset my university portal password?,Administration,55,Medium
5590,Please share syllabus for Data Science course.,Academic Office,15,Low
1986,LMS is not allowing assignment upload.,IT Support,13,Medium
295,I want to change my elective subject.,Library,1,Medium
1548,What is the hostel application procedure?,Finance Office,14,Low
2013,LMS is not allowing assignment upload.,Academic Office,2,Medium
589,LMS is not allowing assignment upload.,Examination Cell,47,Medium
3330,LMS is not allowing assignment upload.,Finance Office,17,Medium
2404,When will the library issue new ID cards?,Examination Cell,36,Low
2130,I need a bonafide certificate.,Hostel Office,13,Medium
3999,I need a bonafide certificate.,Academic Office,59,Medium
5251,What is the hostel application procedure?,Finance Office,13,Low
3742,My exam form is not submitted and tomorrow is the last date.,IT Support,26,High
3509,I want to change my elective subject.,Administration,18,Medium
2720,When will the library issue new ID cards?,Finance Office,1,Low
5462,Request for internship approval letter.,Academic Office,7,Medium
5468,I want to change my elective subject.,Academic Office,31,Medium
557,When will the library issue new ID cards?,Academic Office,19,Low
2470,I want to change my elective subject.,Academic Office,52,Medium
3739,When will the library issue new ID cards?,IT Support,20,Low
4287,I have not received my scholarship amount.,Administration,25,High
4933,LMS is not allowing assignment upload.,IT Support,21,Medium
1717,I have not received my scholarship amount.,Academic Office,43,High
2605,My admit card has incorrect details.,Examination Cell,34,High
4944,When will the library issue new ID cards?,Library,59,Low
1705,What are university working hours?,Hostel Office,23,Low
2140,My admit card has incorrect details.,Library,43,High
3240,What is the hostel application procedure?,IT Support,2,Low
2384,Please share syllabus for Data Science course.,Finance Office,44,Low
4312,How to join student clubs?,Finance Office,22,Low
1286,My admit card has incorrect details.,Hostel Office,5,High
5106,Request for internship approval letter.,Library,49,Medium
5358,When will the library issue new ID cards?,Administration,44,Low
3931,I have not received my scholarship amount.,Hostel Office,49,High
4538,I need a bonafide certificate.,Library,27,Medium
1592,I need a bonafide certificate.,Finance Office,11,Medium
5311,What is the hostel application procedure?,Finance Office,50,Low
2163,I want to change my elective subject.,Academic Office,44,Medium
2397,What are university working hours?,Academic Office,39,Low
318,I have not received my scholarship amount.,IT Support,16,High
5384,I have not received my scholarship amount.,Hostel Office,59,High
3112,I need a bonafide certificate.,Library,28,Medium
4037,When will the library issue new ID cards?,Finance Office,19,Low
796,LMS is not allowing assignment upload.,Examination Cell,17,Medium
3021,I have not received my scholarship amount.,Finance Office,13,High
1712,I have not received my scholarship amount.,Administration,26,High
3388,How to reset my university portal password?,Hostel Office,33,Medium
37,I want to change my elective subject.,Examination Cell,30,Medium
914,How to join student clubs?,Academic Office,59,Low
3973,How to join student clubs?,Finance Office,41,Low
4134,Please share syllabus for Data Science course.,Academic Office,30,Low
975,I need a bonafide certificate.,Hostel Office,26,Medium
984,How to reset my university portal password?,Library,30,Medium
5210,I want to change my elective subject.,Library,19,Medium
1419,I need a bonafide certificate.,Academic Office,11,Medium
1561,I have not received my scholarship amount.,Hostel Office,50,High
4136,Fee payment deadline is today but portal is not working.,Administration,23,High
4266,I have not received my scholarship amount.,Library,57,High
1356,What is the hostel application procedure?,Library,36,Low
5692,My exam form is not submitted and tomorrow is the last date.,Finance Office,49,High
988,How to reset my university portal password?,Academic Office,52,Medium
2683,I have not received my scholarship amount.,Finance Office,27,High
1641,How to join student clubs?,Library,52,Low
1291,I want to change my elective subject.,Finance Office,28,Medium
3682,I cannot download my hall ticket for tomorrow's exam.,IT Support,34,High
1381,LMS is not allowing assignment upload.,Hostel Office,50,Medium
1934,What are university working hours?,Hostel Office,59,Low
5046,Please share syllabus for Data Science course.,Examination Cell,60,Low
3161,What are university working hours?,Hostel Office,27,Low
2031,My admit card has incorrect details.,Academic Office,21,High
893,Request for internship approval letter.,Library,44,Medium
4070,My admit card has incorrect details.,Library,41,High
4256,My admit card has incorrect details.,Academic Office,55,High
3,Request for internship approval letter.,IT Support,21,Medium
2110,I have not received my scholarship amount.,IT Support,13,High
850,LMS is not allowing assignment upload.,Hostel Office,46,Medium
2738,How to join student clubs?,Examination Cell,9,Low
2467,I have not received my scholarship amount.,Academic Office,40,High
1915,LMS is not allowing assignment upload.,Administration,53,Medium
1597,Fee payment deadline is today but portal is not working.,Finance Office,12,High
1914,My admit card has incorrect details.,Academic Office,57,High
5653,Please share syllabus for Data Science course.,Finance Office,33,Low
2737,How to reset my university portal password?,IT Support,58,Medium
727,Please share syllabus for Data Science course.,Library,60,Low
54,How to join student clubs?,IT Support,21,Low
1797,My exam form is not submitted and tomorrow is the last date.,Administration,53,High
3846,My exam form is not submitted and tomorrow is the last date.,Hostel Office,27,High
2554,I want to change my elective subject.,Library,24,Medium
2801,Please share syllabus for Data Science course.,Hostel Office,36,Low
937,How to join student clubs?,Library,5,Low
4942,I cannot download my hall ticket for tomorrow's exam.,Finance Office,29,High
825,What is the hostel application procedure?,Academic Office,54,Low
4322,My exam form is not submitted and tomorrow is the last date.,Administration,28,High
3402,How to reset my university portal password?,Administration,42,Medium
1390,I have not received my scholarship amount.,Administration,9,High
3565,My exam form is not submitted and tomorrow is the last date.,Hostel Office,5,High
885,How to join student clubs?,Academic Office,14,Low
1869,How to join student clubs?,Examination Cell,9,Low
11,When will the library issue new ID cards?,Administration,26,Low
3416,How to reset my university portal password?,Hostel Office,8,Medium
1464,I want to change my elective subject.,Library,8,Medium
807,I cannot download my hall ticket for tomorrow's exam.,Hostel Office,1,High
4716,What are university working hours?,Finance Office,50,Low
4069,LMS is not allowing assignment upload.,Examination Cell,25,Medium
2109,I want to change my elective subject.,IT Support,51,Medium
5063,Please share syllabus for Data Science course.,Examination Cell,1,Low
5947,I have not received my scholarship amount.,IT Support,27,High
2235,When will the library issue new ID cards?,Academic Office,45,Low
964,I want to change my elective subject.,IT Support,2,Medium
4495,I need a bonafide certificate.,Library,56,Medium
2633,My exam form is not submitted and tomorrow is the last date.,Hostel Office,25,High
705,My admit card has incorrect details.,Library,27,High
432,What are university working hours?,Examination Cell,45,Low
4389,My admit card has incorrect details.,Hostel Office,54,High
146,Please share syllabus for Data Science course.,Library,8,Low
2034,LMS is not allowing assignment upload.,Administration,25,Medium
5031,Fee payment deadline is today but portal is not working.,Academic Office,58,High
